timestamp_ns sk_sndbuf sk_wmem_queued bytes_sent bytes_acked snd_ssthresh snd_cwnd snd_wnd
2007945202950 87040 0 0 1 2147483647 10 65160
2007945246178 87040 0 0 1 2147483647 10 65160
2007947369990 87040 75728 12272 1 2147483647 10 65280
2007947377388 87040 75728 12272 1 2147483647 10 65280
2007947401091 87040 68608 22240 7121 2147483647 15 141056
2007947403211 87040 68608 22240 7121 2147483647 15 141056
2007947944434 87040 81504 39328 12273 2147483647 19 141056
2007947952144 87040 81504 39328 12273 2147483647 19 141056
2007948015991 226304 71536 59264 22241 2147483647 26 154496
2007948018770 226304 71536 59264 22241 2147483647 26 154496
2007948048009 226304 57824 72144 35057 2147483647 35 154496
2007948050053 226304 57824 72144 35057 2147483647 35 154496
2007948600731 226304 53552 87808 39329 2147483647 38 154496
2007948607759 226304 53552 87808 39329 2147483647 38 154496
2007948618495 356864 48384 87808 43601 2147483647 41 150272
2007948620309 356864 48384 87808 43601 2147483647 41 150272
2007948623766 452608 31824 87808 59265 2147483647 52 134656
2007948625541 452608 31824 87808 59265 2147483647 52 134656
2007948656962 539648 78352 132544 72145 2147483647 62 121856
2007948659128 539648 78352 132544 72145 2147483647 62 121856
2007949565217 635392 62736 146912 87809 2147483647 73 106240
2007949575453 635392 62736 146912 87809 2147483647 73 106240
2007949590817 644096 61248 146912 88401 2147483647 74 147968
2007949593208 644096 61248 146912 88401 2147483647 74 147968
2007949601287 913920 16208 146912 132545 2147483647 105 125440
2007949603100 913920 16208 146912 132545 2147483647 105 125440
2007949977298 913920 944 146960 146913 2147483647 105 117504
2007949981135 913920 944 146960 146913 2147483647 105 117504
2007951093699 913920 118296 263464 146961 2147483647 105 213888
2007951101911 913920 118296 263464 146961 2147483647 105 213888
2007951113598 1305600 53320 263464 211041 2147483647 150 296320
2007951115777 1305600 53320 263464 211041 2147483647 150 296320
2007952994763 1627648 26600 289168 263465 2147483647 187 495232
2007953002986 1627648 26600 289168 263465 2147483647 187 495232
2007953968833 1627648 1168 289440 289169 2147483647 187 815872
2007953976378 1627648 1168 289440 289169 2147483647 187 815872
2007956650182 1627648 560672 554368 289441 2147483647 187 1211008
2007956660470 1627648 560672 554368 289441 2147483647 187 1211008
2007956670750 1627648 495696 676832 353521 2147483647 232 2674560
2007956672671 1627648 495696 676832 353521 2147483647 232 2674560
2007956833389 1627648 430720 804992 417601 2147483647 277 2674560
2007956836303 1627648 430720 804992 417601 2147483647 277 2674560
2007956842769 1627648 426912 804992 420513 2147483647 280 2671744
2007956844427 1627648 426912 804992 420513 2147483647 280 2671744
2007956855301 1627648 361936 840256 484593 2147483647 325 2671744
2007956857156 1627648 361936 840256 484593 2147483647 325 2671744
2007956862868 1627648 296960 840256 548673 2147483647 370 2671744
2007956864475 1627648 296960 840256 548673 2147483647 370 2671744
2007957701199 1627648 290368 840256 554369 2147483647 374 2671744
2007957710168 1627648 290368 840256 554369 2147483647 374 2671744
2007957716046 1627648 231088 840256 612753 2147483647 415 2613376
2007957718021 1627648 231088 840256 612753 2147483647 415 2613376
2007957721503 1627648 166112 840256 676833 2147483647 460 2613376
2007957723217 1627648 166112 840256 676833 2147483647 460 2613376
2007957726445 1627648 101136 840256 740913 2147483647 505 2613376
2007957728167 1627648 101136 840256 740913 2147483647 505 2613376
2007957732348 1627648 36160 840256 804993 2147483647 550 2613376
2007957734085 1627648 36160 840256 804993 2147483647 550 2613376
2007958548435 1627648 136448 974016 840257 2147483647 575 2613376
2007958552421 1627648 136448 974016 840257 2147483647 575 2613376
2007958560542 4194304 71472 974016 904337 2147483647 575 2677632
2007958562352 4194304 71472 974016 904337 2147483647 575 2677632
2007958575210 4194304 6496 974016 968417 2147483647 575 2677632
2007958577167 4194304 6496 974016 968417 2147483647 575 2677632
2007959078899 4194304 8256 981376 974017 2147483647 575 2677632
2007959088113 4194304 8256 981376 974017 2147483647 575 2677632
2007960034094 4194304 394272 1369376 981377 2147483647 575 2670336
2007960042568 4194304 394272 1369376 981377 2147483647 575 2670336
2007960048411 4194304 329296 1369376 1045457 2147483647 575 2778112
2007960050266 4194304 329296 1369376 1045457 2147483647 575 2778112
2007960053812 4194304 264320 1369376 1109537 2147483647 575 2778112
2007960055551 4194304 264320 1369376 1109537 2147483647 575 2778112
2007960058643 4194304 199344 1369376 1173617 2147483647 575 2778112
2007960060351 4194304 199344 1369376 1173617 2147483647 575 2778112
2007960064175 4194304 134368 1369376 1237697 2147483647 575 2778112
2007960065934 4194304 134368 1369376 1237697 2147483647 575 2778112
2007960069150 4194304 69392 1369376 1301777 2147483647 575 2778112
2007960070865 4194304 69392 1369376 1301777 2147483647 575 2778112
2007960074058 4194304 4416 1369376 1365857 2147483647 575 2778112
2007960075774 4194304 4416 1369376 1365857 2147483647 575 2778112
2007962422282 4194304 186528 1553216 1369377 2147483647 575 2778112
2007962426523 4194304 186528 1553216 1369377 2147483647 575 2778112
2007962435018 4194304 121552 1553216 1433457 2147483647 575 2714112
2007962436629 4194304 121552 1553216 1433457 2147483647 575 2714112
2007962439896 4194304 56576 1553216 1497537 2147483647 575 2714112
2007962441532 4194304 56576 1553216 1497537 2147483647 575 2714112
2007964761909 4194304 1264 1553584 1553217 2147483647 575 2714112
2007964772428 4194304 1264 1553584 1553217 2147483647 575 2714112
2007966332996 4194304 84976 1636768 1553585 2147483647 575 2980096
2007966343024 4194304 84976 1636768 1553585 2147483647 575 2980096
2007966350167 4194304 20000 1636768 1617665 2147483647 575 3112320
2007966351923 4194304 20000 1636768 1617665 2147483647 575 3112320
2007967954753 4194304 1440 1637312 1636769 2147483647 575 3112320
2007967959357 4194304 1440 1637312 1636769 2147483647 575 3112320
2007969639290 4194304 976 1637392 1637313 2147483647 575 3111808
2007969651205 4194304 976 1637392 1637313 2147483647 575 3111808
2007971081546 4194304 607104 2232688 1637393 2147483647 575 3111808
2007971089009 4194304 607104 2232688 1637393 2147483647 575 3111808
2007971093836 4194304 542128 2232688 1701473 2147483647 620 3077632
2007971095704 4194304 542128 2232688 1701473 2147483647 620 3077632
2007971099482 4194304 477152 2232688 1765553 2147483647 665 3077632
2007971101368 4194304 477152 2232688 1765553 2147483647 665 3077632
2007971145105 4194304 473344 2233744 1768465 2147483647 668 3077632
2007971147438 4194304 473344 2233744 1768465 2147483647 668 3077632
2007971152866 4194304 408368 2233744 1832545 2147483647 713 3077632
2007971154708 4194304 408368 2233744 1832545 2147483647 713 3077632
2007971158100 4194304 343392 2233744 1896625 2147483647 758 3077632
2007971159953 4194304 343392 2233744 1896625 2147483647 758 3077632
2007971225295 4194304 278416 2233744 1960705 2147483647 803 3077632
2007971227512 4194304 278416 2233744 1960705 2147483647 803 3077632
2007971231264 4194304 213440 2233744 2024785 2147483647 848 3077632
2007971239508 4194304 213440 2233744 2024785 2147483647 848 3077632
2007971250767 4194304 148464 2233744 2088865 2147483647 848 3077632
2007971252622 4194304 148464 2233744 2088865 2147483647 848 3077632
2007971307860 4194304 83488 2233744 2152945 2147483647 848 3077632
2007971309636 4194304 83488 2233744 2152945 2147483647 848 3077632
2007971313565 4194304 18512 2233744 2217025 848 848 3013632
2007971315437 4194304 18512 2233744 2217025 848 848 3013632
2007972315779 4194304 404128 2626832 2232689 848 848 3013632
2007972325561 4194304 404128 2626832 2232689 848 848 3013632
2007972335859 4194304 337200 2626832 2297825 848 848 2948608
2007972337619 4194304 337200 2626832 2297825 848 848 2948608
2007972342004 4194304 272224 2626832 2361905 848 848 2906240
2007972343744 4194304 272224 2626832 2361905 848 848 2906240
2007972347604 4194304 268480 2626832 2364753 848 848 2904192
2007972349246 4194304 268480 2626832 2364753 848 848 2904192
2007972362168 4194304 202544 2626960 2428897 848 848 2904704
2007972364081 4194304 202544 2626960 2428897 848 848 2904704
2007972373270 4194304 137568 2626960 2492977 848 848 2871936
2007972375143 4194304 137568 2626960 2492977 848 848 2871936
2007972392495 4194304 72592 2626960 2557057 848 848 2974464
2007972394119 4194304 72592 2626960 2557057 848 848 2974464
2007972398001 4194304 7616 2626960 2621137 848 848 2941696
2007972399738 4194304 7616 2626960 2621137 848 848 2941696
2007973018899 4194304 135680 2757968 2626833 848 848 2937600
2007973025979 4194304 135680 2757968 2626833 848 848 2937600
2007973042571 4194304 69680 2758032 2691041 848 848 2916480
